TASK 2 - PHASE 4: COORDINATED MOTION LOG
Full leg motion sequences with foot trajectory
================================================================================

SEQUENCE: Step Cycle
  GTime |        Stage |     Hip |    Knee |   Foot X |   Foot Y |   HipLoad |  KneeLoad
  7.950 |         RISE |   -7.99 |   36.90 |   0.8453 |   0.1239 |   9.4719N |   2.0610N
  7.960 |         RISE |   -7.87 |   36.72 |   0.8456 |   0.1246 |   9.4748N |   2.0621N
  7.970 |         RISE |   -7.74 |   36.54 |   0.8460 |   0.1254 |   9.4776N |   2.0632N
  7.980 |         RISE |   -7.62 |   36.36 |   0.8463 |   0.1261 |   9.4804N |   2.0643N
  7.990 |         RISE |   -7.49 |   36.18 |   0.8466 |   0.1268 |   9.4831N |   2.0654N
  8.000 |         RISE |   -7.37 |   36.00 |   0.8470 |   0.1276 |   9.4858N |   2.0664N
  8.010 |         RISE |   -7.24 |   35.82 |   0.8473 |   0.1283 |   9.4885N |   2.0675N
  8.020 |         RISE |   -7.12 |   35.64 |   0.8476 |   0.1291 |   9.4911N |   2.0686N
  8.030 |         RISE |   -6.99 |   35.46 |   0.8479 |   0.1298 |   9.4936N |   2.0697N
  8.040 |         RISE |   -6.87 |   35.28 |   0.8482 |   0.1306 |   9.4962N |   2.0708N
  8.050 |         RISE |   -6.74 |   35.10 |   0.8485 |   0.1313 |   9.4986N |   2.0718N
  8.060 |         RISE |   -6.62 |   34.92 |   0.8488 |   0.1321 |   9.5011N |   2.0729N
  8.070 |         RISE |   -6.49 |   34.74 |   0.8492 |   0.1328 |   9.5034N |   2.0740N
  8.080 |         RISE |   -6.37 |   34.56 |   0.8495 |   0.1336 |   9.5058N |   2.0750N
  8.090 |         RISE |   -6.24 |   34.38 |   0.8498 |   0.1343 |   9.5081N |   2.0761N
  8.100 |         RISE |   -6.12 |   34.20 |   0.8501 |   0.1350 |   9.5103N |   2.0772N
  8.110 |         RISE |   -5.99 |   34.02 |   0.8504 |   0.1357 |   9.5125N |   2.0783N
  8.120 |         RISE |   -5.87 |   33.84 |   0.8507 |   0.1364 |   9.5145N |   2.0795N
  8.130 |         RISE |   -5.76 |   33.66 |   0.8510 |   0.1371 |   9.5165N |   2.0807N
  8.140 |         RISE |   -5.64 |   33.48 |   0.8513 |   0.1376 |   9.5184N |   2.0819N
  8.150 |         RISE |   -5.53 |   33.30 |   0.8516 |   0.1382 |   9.5203N |   2.0832N
  8.160 |         RISE |   -5.42 |   33.12 |   0.8519 |   0.1387 |   9.5220N |   2.0845N
  8.170 |         RISE |   -5.31 |   32.94 |   0.8522 |   0.1392 |   9.5237N |   2.0859N
  8.180 |         RISE |   -5.20 |   32.76 |   0.8526 |   0.1397 |   9.5253N |   2.0873N
  8.190 |         RISE |   -5.10 |   32.58 |   0.8529 |   0.1401 |   9.5269N |   2.0887N
  8.200 |         RISE |   -5.00 |   32.40 |   0.8532 |   0.1405 |   9.5284N |   2.0902N
  8.210 |         RISE |   -4.90 |   32.22 |   0.8535 |   0.1409 |   9.5298N |   2.0917N
  8.220 |         RISE |   -4.80 |   32.04 |   0.8539 |   0.1413 |   9.5312N |   2.0933N
  8.230 |         RISE |   -4.70 |   31.86 |   0.8542 |   0.1416 |   9.5325N |   2.0949N
  8.240 |         RISE |   -4.61 |   31.68 |   0.8546 |   0.1419 |   9.5338N |   2.0965N
  8.250 |         RISE |   -4.52 |   31.50 |   0.8549 |   0.1421 |   9.5350N |   2.0981N
  8.260 |         RISE |   -4.43 |   31.32 |   0.8552 |   0.1423 |   9.5362N |   2.0998N
  8.270 |         RISE |   -4.34 |   31.14 |   0.8556 |   0.1425 |   9.5373N |   2.1015N
  8.280 |         RISE |   -4.25 |   30.96 |   0.8559 |   0.1427 |   9.5384N |   2.1032N
  8.290 |         RISE |   -4.17 |   30.78 |   0.8563 |   0.1429 |   9.5395N |   2.1049N
  8.300 |         RISE |   -4.08 |   30.60 |   0.8567 |   0.1430 |   9.5405N |   2.1067N
  8.310 |         RISE |   -4.00 |   30.42 |   0.8570 |   0.1431 |   9.5414N |   2.1085N
  8.320 |         RISE |   -3.92 |   30.24 |   0.8574 |   0.1432 |   9.5424N |   2.1103N
  8.330 |         RISE |   -3.84 |   30.06 |   0.8577 |   0.1432 |   9.5432N |   2.1122N
  8.340 |         RISE |   -3.77 |   29.88 |   0.8581 |   0.1432 |   9.5441N |   2.1141N
  8.350 |         RISE |   -3.69 |   29.70 |   0.8585 |   0.1432 |   9.5449N |   2.1160N
  8.360 |         RISE |   -3.62 |   29.52 |   0.8588 |   0.1432 |   9.5457N |   2.1179N
  8.370 |         RISE |   -3.54 |   29.34 |   0.8592 |   0.1432 |   9.5465N |   2.1198N
  8.380 |         RISE |   -3.47 |   29.16 |   0.8596 |   0.1431 |   9.5472N |   2.1217N
  8.390 |         RISE |   -3.40 |   28.98 |   0.8599 |   0.1430 |   9.5479N |   2.1237N
  8.400 |         RISE |   -3.34 |   28.80 |   0.8603 |   0.1429 |   9.5485N |   2.1257N
  8.410 |         RISE |   -3.27 |   28.62 |   0.8607 |   0.1427 |   9.5492N |   2.1277N
  8.420 |         RISE |   -3.20 |   28.44 |   0.8610 |   0.1426 |   9.5498N |   2.1297N
  8.430 |         RISE |   -3.14 |   28.26 |   0.8614 |   0.1424 |   9.5504N |   2.1317N
  8.440 |         RISE |   -3.08 |   28.08 |   0.8618 |   0.1422 |   9.5510N |   2.1338N
  8.450 |         RISE |   -3.02 |   27.90 |   0.8622 |   0.1420 |   9.5515N |   2.1358N
  8.460 |         RISE |   -2.96 |   27.72 |   0.8625 |   0.1418 |   9.5520N |   2.1379N
  8.470 |         RISE |   -2.90 |   27.54 |   0.8629 |   0.1415 |   9.5525N |   2.1400N
  8.480 |         RISE |   -2.84 |   27.36 |   0.8633 |   0.1413 |   9.5530N |   2.1420N
  8.490 |         RISE |   -2.78 |   27.18 |   0.8637 |   0.1410 |   9.5535N |   2.1441N
  8.500 |         RISE |   -2.73 |   27.00 |   0.8641 |   0.1407 |   9.5539N |   2.1462N
  8.510 |         RISE |   -2.67 |   26.82 |   0.8645 |   0.1403 |   9.5544N |   2.1484N
  8.520 |         RISE |   -2.62 |   26.64 |   0.8648 |   0.1400 |   9.5548N |   2.1505N
  8.530 |         RISE |   -2.57 |   26.46 |   0.8652 |   0.1396 |   9.5552N |   2.1526N
  8.540 |         RISE |   -2.51 |   26.28 |   0.8656 |   0.1393 |   9.5555N |   2.1547N
  8.550 |         RISE |   -2.46 |   26.10 |   0.8660 |   0.1389 |   9.5559N |   2.1569N
  8.560 |         RISE |   -2.41 |   25.92 |   0.8664 |   0.1385 |   9.5563N |   2.1590N
  8.570 |         RISE |   -2.37 |   25.74 |   0.8667 |   0.1380 |   9.5566N |   2.1612N
  8.580 |         RISE |   -2.32 |   25.56 |   0.8671 |   0.1376 |   9.5569N |   2.1633N
  8.590 |         RISE |   -2.27 |   25.38 |   0.8675 |   0.1372 |   9.5572N |   2.1655N
  8.600 |         RISE |   -2.23 |   25.20 |   0.8679 |   0.1367 |   9.5575N |   2.1677N
  8.610 |         RISE |   -2.18 |   25.02 |   0.8683 |   0.1362 |   9.5578N |   2.1698N
  8.620 |         RISE |   -2.14 |   24.84 |   0.8687 |   0.1357 |   9.5581N |   2.1720N
  8.630 |         RISE |   -2.10 |   24.66 |   0.8690 |   0.1352 |   9.5583N |   2.1742N
  8.640 |         RISE |   -2.05 |   24.48 |   0.8694 |   0.1347 |   9.5586N |   2.1763N
  8.650 |         RISE |   -2.01 |   24.30 |   0.8698 |   0.1341 |   9.5588N |   2.1785N
  8.660 |         RISE |   -1.97 |   24.12 |   0.8702 |   0.1336 |   9.5591N |   2.1807N
  8.670 |         RISE |   -1.93 |   23.94 |   0.8706 |   0.1330 |   9.5593N |   2.1829N
  8.680 |         RISE |   -1.89 |   23.76 |   0.8710 |   0.1324 |   9.5595N |   2.1850N
  8.690 |         RISE |   -1.86 |   23.58 |   0.8713 |   0.1318 |   9.5597N |   2.1872N
  8.700 |         RISE |   -1.82 |   23.40 |   0.8717 |   0.1312 |   9.5599N |   2.1894N
  8.710 |         RISE |   -1.78 |   23.22 |   0.8721 |   0.1306 |   9.5601N |   2.1915N
  8.720 |         RISE |   -1.75 |   23.04 |   0.8725 |   0.1300 |   9.5603N |   2.1937N
  8.730 |         RISE |   -1.71 |   22.86 |   0.8728 |   0.1294 |   9.5605N |   2.1958N
  8.740 |         RISE |   -1.68 |   22.68 |   0.8732 |   0.1287 |   9.5606N |   2.1980N
  8.750 |         RISE |   -1.64 |   22.50 |   0.8736 |   0.1280 |   9.5608N |   2.2001N
  8.760 |         RISE |   -1.61 |   22.32 |   0.8740 |   0.1274 |   9.5610N |   2.2023N
  8.770 |         RISE |   -1.58 |   22.14 |   0.8743 |   0.1267 |   9.5611N |   2.2044N
  8.780 |         RISE |   -1.55 |   21.96 |   0.8747 |   0.1260 |   9.5613N |   2.2066N
  8.790 |         RISE |   -1.52 |   21.78 |   0.8751 |   0.1253 |   9.5614N |   2.2087N
  8.800 |         RISE |   -1.49 |   21.60 |   0.8754 |   0.1246 |   9.5615N |   2.2108N
  8.810 |         RISE |   -1.46 |   21.42 |   0.8758 |   0.1239 |   9.5617N |   2.2129N
  8.820 |         RISE |   -1.43 |   21.24 |   0.8762 |   0.1231 |   9.5618N |   2.2150N
  8.830 |         RISE |   -1.40 |   21.06 |   0.8765 |   0.1224 |   9.5619N |   2.2171N
  8.840 |         RISE |   -1.37 |   20.88 |   0.8769 |   0.1216 |   9.5620N |   2.2192N
  8.850 |         RISE |   -1.34 |   20.70 |   0.8773 |   0.1208 |   9.5621N |   2.2213N
  8.860 |         RISE |   -1.32 |   20.52 |   0.8776 |   0.1201 |   9.5622N |   2.2234N
  8.870 |         RISE |   -1.29 |   20.34 |   0.8780 |   0.1193 |   9.5623N |   2.2255N
  8.880 |         RISE |   -1.26 |   20.16 |   0.8783 |   0.1185 |   9.5624N |   2.2275N
  8.890 |         RISE |   -1.24 |   19.98 |   0.8787 |   0.1177 |   9.5625N |   2.2296N
  8.900 |         RISE |   -1.21 |   19.80 |   0.8790 |   0.1169 |   9.5626N |   2.2316N
  8.910 |         RISE |   -1.19 |   19.62 |   0.8794 |   0.1161 |   9.5627N |   2.2337N
  8.920 |         RISE |   -1.17 |   19.44 |   0.8797 |   0.1152 |   9.5628N |   2.2357N
  8.930 |         RISE |   -1.14 |   19.26 |   0.8801 |   0.1144 |   9.5628N |   2.2377N
  8.940 |         RISE |   -1.12 |   19.08 |   0.8804 |   0.1136 |   9.5629N |   2.2397N
  8.950 |         RISE |   -1.10 |   18.90 |   0.8808 |   0.1127 |   9.5630N |   2.2417N
  8.960 |         RISE |   -1.08 |   18.72 |   0.8811 |   0.1118 |   9.5631N |   2.2436N
  8.970 |         RISE |   -1.05 |   18.54 |   0.8814 |   0.1110 |   9.5631N |   2.2456N
  8.980 |         RISE |   -1.03 |   18.36 |   0.8818 |   0.1101 |   9.5632N |   2.2476N
  8.990 |         RISE |   -1.01 |   18.18 |   0.8821 |   0.1092 |   9.5633N |   2.2495N
  9.000 |         RISE |   -0.99 |   18.00 |   0.8824 |   0.1083 |   9.5633N |   2.2514N

