TASK 2 - PHASE 5: LOAD DISTRIBUTION LOG
Torque utilization and safety margins at each joint
==========================================================================================

SEQUENCE: Step Cycle
   Time |   Hip° |  Knee° |  HipLoad |  Hip% |   KnLoad |   Kn% | Dominant |   Danger
  7.530 | -13.24 |  44.46 |  9.3105N | 77.6% |  2.0135N | 23.7% |      HIP |  WARNING
  7.540 | -13.12 |  44.28 |  9.3153N | 77.6% |  2.0146N | 23.7% |      HIP |  WARNING
  7.550 | -12.99 |  44.10 |  9.3200N | 77.7% |  2.0158N | 23.7% |      HIP |  WARNING
  7.560 | -12.87 |  43.92 |  9.3246N | 77.7% |  2.0170N | 23.7% |      HIP |  WARNING
  7.570 | -12.74 |  43.74 |  9.3293N | 77.7% |  2.0181N | 23.7% |      HIP |  WARNING
  7.580 | -12.62 |  43.56 |  9.3338N | 77.8% |  2.0193N | 23.8% |      HIP |  WARNING
  7.590 | -12.49 |  43.38 |  9.3384N | 77.8% |  2.0204N | 23.8% |      HIP |  WARNING
  7.600 | -12.37 |  43.20 |  9.3429N | 77.9% |  2.0216N | 23.8% |      HIP |  WARNING
  7.610 | -12.24 |  43.02 |  9.3473N | 77.9% |  2.0228N | 23.8% |      HIP |  WARNING
  7.620 | -12.12 |  42.84 |  9.3517N | 77.9% |  2.0239N | 23.8% |      HIP |  WARNING
  7.630 | -11.99 |  42.66 |  9.3561N | 78.0% |  2.0251N | 23.8% |      HIP |  WARNING
  7.640 | -11.87 |  42.48 |  9.3604N | 78.0% |  2.0262N | 23.8% |      HIP |  WARNING
  7.650 | -11.74 |  42.30 |  9.3646N | 78.0% |  2.0274N | 23.9% |      HIP |  WARNING
  7.660 | -11.62 |  42.12 |  9.3689N | 78.1% |  2.0285N | 23.9% |      HIP |  WARNING
  7.670 | -11.49 |  41.94 |  9.3731N | 78.1% |  2.0297N | 23.9% |      HIP |  WARNING
  7.680 | -11.37 |  41.76 |  9.3772N | 78.1% |  2.0308N | 23.9% |      HIP |  WARNING
  7.690 | -11.24 |  41.58 |  9.3813N | 78.2% |  2.0320N | 23.9% |      HIP |  WARNING
  7.700 | -11.12 |  41.40 |  9.3853N | 78.2% |  2.0331N | 23.9% |      HIP |  WARNING
  7.710 | -10.99 |  41.22 |  9.3893N | 78.2% |  2.0342N | 23.9% |      HIP |  WARNING
  7.720 | -10.87 |  41.04 |  9.3933N | 78.3% |  2.0354N | 23.9% |      HIP |  WARNING
  7.730 | -10.74 |  40.86 |  9.3972N | 78.3% |  2.0365N | 24.0% |      HIP |  WARNING
  7.740 | -10.62 |  40.68 |  9.4011N | 78.3% |  2.0376N | 24.0% |      HIP |  WARNING
  7.750 | -10.49 |  40.50 |  9.4049N | 78.4% |  2.0388N | 24.0% |      HIP |  WARNING
  7.760 | -10.37 |  40.32 |  9.4087N | 78.4% |  2.0399N | 24.0% |      HIP |  WARNING
  7.770 | -10.24 |  40.14 |  9.4124N | 78.4% |  2.0410N | 24.0% |      HIP |  WARNING
  7.780 | -10.12 |  39.96 |  9.4161N | 78.5% |  2.0422N | 24.0% |      HIP |  WARNING
  7.790 |  -9.99 |  39.78 |  9.4197N | 78.5% |  2.0433N | 24.0% |      HIP |  WARNING
  7.800 |  -9.87 |  39.60 |  9.4233N | 78.5% |  2.0444N | 24.1% |      HIP |  WARNING
  7.810 |  -9.74 |  39.42 |  9.4269N | 78.6% |  2.0455N | 24.1% |      HIP |  WARNING
  7.820 |  -9.62 |  39.24 |  9.4304N | 78.6% |  2.0466N | 24.1% |      HIP |  WARNING
  7.830 |  -9.49 |  39.06 |  9.4338N | 78.6% |  2.0478N | 24.1% |      HIP |  WARNING
  7.840 |  -9.37 |  38.88 |  9.4373N | 78.6% |  2.0489N | 24.1% |      HIP |  WARNING
  7.850 |  -9.24 |  38.70 |  9.4406N | 78.7% |  2.0500N | 24.1% |      HIP |  WARNING
  7.860 |  -9.12 |  38.52 |  9.4440N | 78.7% |  2.0511N | 24.1% |      HIP |  WARNING
  7.870 |  -8.99 |  38.34 |  9.4472N | 78.7% |  2.0522N | 24.1% |      HIP |  WARNING
  7.880 |  -8.87 |  38.16 |  9.4505N | 78.8% |  2.0533N | 24.2% |      HIP |  WARNING
  7.890 |  -8.74 |  37.98 |  9.4537N | 78.8% |  2.0544N | 24.2% |      HIP |  WARNING
  7.900 |  -8.62 |  37.80 |  9.4568N | 78.8% |  2.0555N | 24.2% |      HIP |  WARNING
  7.910 |  -8.49 |  37.62 |  9.4599N | 78.8% |  2.0566N | 24.2% |      HIP |  WARNING
  7.920 |  -8.37 |  37.44 |  9.4630N | 78.9% |  2.0577N | 24.2% |      HIP |  WARNING
  7.930 |  -8.24 |  37.26 |  9.4660N | 78.9% |  2.0588N | 24.2% |      HIP |  WARNING
  7.940 |  -8.12 |  37.08 |  9.4690N | 78.9% |  2.0599N | 24.2% |      HIP |  WARNING
  7.950 |  -7.99 |  36.90 |  9.4719N | 78.9% |  2.0610N | 24.2% |      HIP |  WARNING
  7.960 |  -7.87 |  36.72 |  9.4748N | 79.0% |  2.0621N | 24.3% |      HIP |  WARNING
  7.970 |  -7.74 |  36.54 |  9.4776N | 79.0% |  2.0632N | 24.3% |      HIP |  WARNING
  7.980 |  -7.62 |  36.36 |  9.4804N | 79.0% |  2.0643N | 24.3% |      HIP |  WARNING
  7.990 |  -7.49 |  36.18 |  9.4831N | 79.0% |  2.0654N | 24.3% |      HIP |  WARNING
  8.000 |  -7.37 |  36.00 |  9.4858N | 79.0% |  2.0664N | 24.3% |      HIP |  WARNING
  8.010 |  -7.24 |  35.82 |  9.4885N | 79.1% |  2.0675N | 24.3% |      HIP |  WARNING
  8.020 |  -7.12 |  35.64 |  9.4911N | 79.1% |  2.0686N | 24.3% |      HIP |  WARNING
  8.030 |  -6.99 |  35.46 |  9.4936N | 79.1% |  2.0697N | 24.4% |      HIP |  WARNING
  8.040 |  -6.87 |  35.28 |  9.4962N | 79.1% |  2.0708N | 24.4% |      HIP |  WARNING
  8.050 |  -6.74 |  35.10 |  9.4986N | 79.2% |  2.0718N | 24.4% |      HIP |  WARNING
  8.060 |  -6.62 |  34.92 |  9.5011N | 79.2% |  2.0729N | 24.4% |      HIP |  WARNING
  8.070 |  -6.49 |  34.74 |  9.5034N | 79.2% |  2.0740N | 24.4% |      HIP |  WARNING
  8.080 |  -6.37 |  34.56 |  9.5058N | 79.2% |  2.0750N | 24.4% |      HIP |  WARNING
  8.090 |  -6.24 |  34.38 |  9.5081N | 79.2% |  2.0761N | 24.4% |      HIP |  WARNING
  8.100 |  -6.12 |  34.20 |  9.5103N | 79.2% |  2.0772N | 24.4% |      HIP |  WARNING
  8.110 |  -5.99 |  34.02 |  9.5125N | 79.3% |  2.0783N | 24.4% |      HIP |  WARNING
  8.120 |  -5.87 |  33.84 |  9.5145N | 79.3% |  2.0795N | 24.5% |      HIP |  WARNING
  8.130 |  -5.76 |  33.66 |  9.5165N | 79.3% |  2.0807N | 24.5% |      HIP |  WARNING
  8.140 |  -5.64 |  33.48 |  9.5184N | 79.3% |  2.0819N | 24.5% |      HIP |  WARNING
  8.150 |  -5.53 |  33.30 |  9.5203N | 79.3% |  2.0832N | 24.5% |      HIP |  WARNING
  8.160 |  -5.42 |  33.12 |  9.5220N | 79.3% |  2.0845N | 24.5% |      HIP |  WARNING
  8.170 |  -5.31 |  32.94 |  9.5237N | 79.4% |  2.0859N | 24.5% |      HIP |  WARNING
  8.180 |  -5.20 |  32.76 |  9.5253N | 79.4% |  2.0873N | 24.6% |      HIP |  WARNING
  8.190 |  -5.10 |  32.58 |  9.5269N | 79.4% |  2.0887N | 24.6% |      HIP |  WARNING
  8.200 |  -5.00 |  32.40 |  9.5284N | 79.4% |  2.0902N | 24.6% |      HIP |  WARNING
  8.210 |  -4.90 |  32.22 |  9.5298N | 79.4% |  2.0917N | 24.6% |      HIP |  WARNING
  8.220 |  -4.80 |  32.04 |  9.5312N | 79.4% |  2.0933N | 24.6% |      HIP |  WARNING
  8.230 |  -4.70 |  31.86 |  9.5325N | 79.4% |  2.0949N | 24.6% |      HIP |  WARNING
  8.240 |  -4.61 |  31.68 |  9.5338N | 79.5% |  2.0965N | 24.7% |      HIP |  WARNING
  8.250 |  -4.52 |  31.50 |  9.5350N | 79.5% |  2.0981N | 24.7% |      HIP |  WARNING
  8.260 |  -4.43 |  31.32 |  9.5362N | 79.5% |  2.0998N | 24.7% |      HIP |  WARNING
  8.270 |  -4.34 |  31.14 |  9.5373N | 79.5% |  2.1015N | 24.7% |      HIP |  WARNING
  8.280 |  -4.25 |  30.96 |  9.5384N | 79.5% |  2.1032N | 24.7% |      HIP |  WARNING
  8.290 |  -4.17 |  30.78 |  9.5395N | 79.5% |  2.1049N | 24.8% |      HIP |  WARNING
  8.300 |  -4.08 |  30.60 |  9.5405N | 79.5% |  2.1067N | 24.8% |      HIP |  WARNING
  8.310 |  -4.00 |  30.42 |  9.5414N | 79.5% |  2.1085N | 24.8% |      HIP |  WARNING
  8.320 |  -3.92 |  30.24 |  9.5424N | 79.5% |  2.1103N | 24.8% |      HIP |  WARNING
  8.330 |  -3.84 |  30.06 |  9.5432N | 79.5% |  2.1122N | 24.9% |      HIP |  WARNING
  8.340 |  -3.77 |  29.88 |  9.5441N | 79.5% |  2.1141N | 24.9% |      HIP |  WARNING
  8.350 |  -3.69 |  29.70 |  9.5449N | 79.5% |  2.1160N | 24.9% |      HIP |  WARNING
  8.360 |  -3.62 |  29.52 |  9.5457N | 79.5% |  2.1179N | 24.9% |      HIP |  WARNING
  8.370 |  -3.54 |  29.34 |  9.5465N | 79.5% |  2.1198N | 24.9% |      HIP |  WARNING
  8.380 |  -3.47 |  29.16 |  9.5472N | 79.6% |  2.1217N | 25.0% |      HIP |  WARNING
  8.390 |  -3.40 |  28.98 |  9.5479N | 79.6% |  2.1237N | 25.0% |      HIP |  WARNING
  8.400 |  -3.34 |  28.80 |  9.5485N | 79.6% |  2.1257N | 25.0% |      HIP |  WARNING
  8.410 |  -3.27 |  28.62 |  9.5492N | 79.6% |  2.1277N | 25.0% |      HIP |  WARNING
  8.420 |  -3.20 |  28.44 |  9.5498N | 79.6% |  2.1297N | 25.1% |      HIP |  WARNING
  8.430 |  -3.14 |  28.26 |  9.5504N | 79.6% |  2.1317N | 25.1% |      HIP |  WARNING
  8.440 |  -3.08 |  28.08 |  9.5510N | 79.6% |  2.1338N | 25.1% |      HIP |  WARNING
  8.450 |  -3.02 |  27.90 |  9.5515N | 79.6% |  2.1358N | 25.1% |      HIP |  WARNING
  8.460 |  -2.96 |  27.72 |  9.5520N | 79.6% |  2.1379N | 25.1% |      HIP |  WARNING
  8.470 |  -2.90 |  27.54 |  9.5525N | 79.6% |  2.1400N | 25.2% |      HIP |  WARNING
  8.480 |  -2.84 |  27.36 |  9.5530N | 79.6% |  2.1420N | 25.2% |      HIP |  WARNING
  8.490 |  -2.78 |  27.18 |  9.5535N | 79.6% |  2.1441N | 25.2% |      HIP |  WARNING
  8.500 |  -2.73 |  27.00 |  9.5539N | 79.6% |  2.1462N | 25.2% |      HIP |  WARNING
  8.510 |  -2.67 |  26.82 |  9.5544N | 79.6% |  2.1484N | 25.3% |      HIP |  WARNING
  8.520 |  -2.62 |  26.64 |  9.5548N | 79.6% |  2.1505N | 25.3% |      HIP |  WARNING
  8.530 |  -2.57 |  26.46 |  9.5552N | 79.6% |  2.1526N | 25.3% |      HIP |  WARNING
  8.540 |  -2.51 |  26.28 |  9.5555N | 79.6% |  2.1547N | 25.4% |      HIP |  WARNING
  8.550 |  -2.46 |  26.10 |  9.5559N | 79.6% |  2.1569N | 25.4% |      HIP |  WARNING
  8.560 |  -2.41 |  25.92 |  9.5563N | 79.6% |  2.1590N | 25.4% |      HIP |  WARNING
  8.570 |  -2.37 |  25.74 |  9.5566N | 79.6% |  2.1612N | 25.4% |      HIP |  WARNING
  8.580 |  -2.32 |  25.56 |  9.5569N | 79.6% |  2.1633N | 25.4% |      HIP |  WARNING
  8.590 |  -2.27 |  25.38 |  9.5572N | 79.6% |  2.1655N | 25.5% |      HIP |  WARNING
  8.600 |  -2.23 |  25.20 |  9.5575N | 79.7% |  2.1677N | 25.5% |      HIP |  WARNING
  8.610 |  -2.18 |  25.02 |  9.5578N | 79.7% |  2.1698N | 25.5% |      HIP |  WARNING
  8.620 |  -2.14 |  24.84 |  9.5581N | 79.7% |  2.1720N | 25.6% |      HIP |  WARNING
  8.630 |  -2.10 |  24.66 |  9.5583N | 79.7% |  2.1742N | 25.6% |      HIP |  WARNING
  8.640 |  -2.05 |  24.48 |  9.5586N | 79.7% |  2.1763N | 25.6% |      HIP |  WARNING
  8.650 |  -2.01 |  24.30 |  9.5588N | 79.7% |  2.1785N | 25.6% |      HIP |  WARNING
  8.660 |  -1.97 |  24.12 |  9.5591N | 79.7% |  2.1807N | 25.7% |      HIP |  WARNING
  8.670 |  -1.93 |  23.94 |  9.5593N | 79.7% |  2.1829N | 25.7% |      HIP |  WARNING
  8.680 |  -1.89 |  23.76 |  9.5595N | 79.7% |  2.1850N | 25.7% |      HIP |  WARNING
  8.690 |  -1.86 |  23.58 |  9.5597N | 79.7% |  2.1872N | 25.7% |      HIP |  WARNING
  8.700 |  -1.82 |  23.40 |  9.5599N | 79.7% |  2.1894N | 25.8% |      HIP |  WARNING
  8.710 |  -1.78 |  23.22 |  9.5601N | 79.7% |  2.1915N | 25.8% |      HIP |  WARNING
  8.720 |  -1.75 |  23.04 |  9.5603N | 79.7% |  2.1937N | 25.8% |      HIP |  WARNING
  8.730 |  -1.71 |  22.86 |  9.5605N | 79.7% |  2.1958N | 25.8% |      HIP |  WARNING
  8.740 |  -1.68 |  22.68 |  9.5606N | 79.7% |  2.1980N | 25.9% |      HIP |  WARNING
  8.750 |  -1.64 |  22.50 |  9.5608N | 79.7% |  2.2001N | 25.9% |      HIP |  WARNING
  8.760 |  -1.61 |  22.32 |  9.5610N | 79.7% |  2.2023N | 25.9% |      HIP |  WARNING
  8.770 |  -1.58 |  22.14 |  9.5611N | 79.7% |  2.2044N | 25.9% |      HIP |  WARNING
  8.780 |  -1.55 |  21.96 |  9.5613N | 79.7% |  2.2066N | 26.0% |      HIP |  WARNING
  8.790 |  -1.52 |  21.78 |  9.5614N | 79.7% |  2.2087N | 26.0% |      HIP |  WARNING
  8.800 |  -1.49 |  21.60 |  9.5615N | 79.7% |  2.2108N | 26.0% |      HIP |  WARNING
  8.810 |  -1.46 |  21.42 |  9.5617N | 79.7% |  2.2129N | 26.0% |      HIP |  WARNING
  8.820 |  -1.43 |  21.24 |  9.5618N | 79.7% |  2.2150N | 26.1% |      HIP |  WARNING
  8.830 |  -1.40 |  21.06 |  9.5619N | 79.7% |  2.2171N | 26.1% |      HIP |  WARNING
  8.840 |  -1.37 |  20.88 |  9.5620N | 79.7% |  2.2192N | 26.1% |      HIP |  WARNING
  8.850 |  -1.34 |  20.70 |  9.5621N | 79.7% |  2.2213N | 26.1% |      HIP |  WARNING
  8.860 |  -1.32 |  20.52 |  9.5622N | 79.7% |  2.2234N | 26.2% |      HIP |  WARNING
  8.870 |  -1.29 |  20.34 |  9.5623N | 79.7% |  2.2255N | 26.2% |      HIP |  WARNING
  8.880 |  -1.26 |  20.16 |  9.5624N | 79.7% |  2.2275N | 26.2% |      HIP |  WARNING
  8.890 |  -1.24 |  19.98 |  9.5625N | 79.7% |  2.2296N | 26.2% |      HIP |  WARNING
  8.900 |  -1.21 |  19.80 |  9.5626N | 79.7% |  2.2316N | 26.2% |      HIP |  WARNING
  8.910 |  -1.19 |  19.62 |  9.5627N | 79.7% |  2.2337N | 26.3% |      HIP |  WARNING
  8.920 |  -1.17 |  19.44 |  9.5628N | 79.7% |  2.2357N | 26.3% |      HIP |  WARNING
  8.930 |  -1.14 |  19.26 |  9.5628N | 79.7% |  2.2377N | 26.3% |      HIP |  WARNING
  8.940 |  -1.12 |  19.08 |  9.5629N | 79.7% |  2.2397N | 26.4% |      HIP |  WARNING
  8.950 |  -1.10 |  18.90 |  9.5630N | 79.7% |  2.2417N | 26.4% |      HIP |  WARNING
  8.960 |  -1.08 |  18.72 |  9.5631N | 79.7% |  2.2436N | 26.4% |      HIP |  WARNING
  8.970 |  -1.05 |  18.54 |  9.5631N | 79.7% |  2.2456N | 26.4% |      HIP |  WARNING
  8.980 |  -1.03 |  18.36 |  9.5632N | 79.7% |  2.2476N | 26.4% |      HIP |  WARNING
  8.990 |  -1.01 |  18.18 |  9.5633N | 79.7% |  2.2495N | 26.5% |      HIP |  WARNING
  9.000 |  -0.99 |  18.00 |  9.5633N | 79.7% |  2.2514N | 26.5% |      HIP |  WARNING

